meter_id,time_stamp,record_status,total_energy_tot_imp_wh,total_energy_tot_exp_wh,total_energy_tot_imp_va,total_energy_tot_exp_va
BESS_04,2026-01-01 05:30:00,0,0.0,22.111,0,0
SOLAR_01,2026-01-01 05:30:00,0,0.0,39.452,0,0
SOLAR_02,2026-01-01 05:30:00,0,0.0,45.343,0,0
SOLAR_03,2026-01-01 05:30:00,0,0.0,39.351,0,0
SOLAR_04,2026-01-01 05:30:00,0,0.0,44.661,0,0
SELF_01,2026-01-01 05:30:00,0,19.469,0.0,0,0
GRID_01,2026-01-01 05:30:00,0,0.0,237.802,0,0
DEST_01,2026-01-01 05:30:00,0,233.045,0.0,0,0
BESS_01,2026-01-01 06:00:00,0,0.0,23.623,0,0
BESS_02,2026-01-01 06:00:00,0,0.0,25.181,0,0
BESS_03,2026-01-01 06:00:00,0,0.0,24.473,0,0
BESS_04,2026-01-01 06:00:00,0,0.0,23.708,0,0
SOLAR_01,2026-01-01 06:00:00,0,0.0,44.007,0,0
SOLAR_02,2026-01-01 06:00:00,0,0.0,49.779,0,0
SOLAR_03,2026-01-01 06:00:00,0,0.0,41.962,0,0
SOLAR_04,2026-01-01 06:00:00,0,0.0,49.711,0,0
SELF_01,2026-01-01 06:00:00,0,21.278,0.0,0,0
GRID_01,2026-01-01 06:00:00,0,0.0,261.167,0,0
DEST_01,2026-01-01 06:00:00,0,255.941,0.0,0,0
BESS_01,2026-01-01 06:30:00,0,0.0,25.684,0,0
BESS_02,2026-01-01 06:30:00,0,0.0,26.182,0,0
BESS_03,2026-01-01 06:30:00,0,0.0,26.121,0,0
BESS_04,2026-01-01 06:30:00,0,0.0,24.747,0,0
SOLAR_01,2026-01-01 06:30:00,0,0.0,49.724,0,0
SOLAR_02,2026-01-01 06:30:00,0,0.0,55.294,0,0
SOLAR_03,2026-01-01 06:30:00,0,0.0,47.289,0,0
SOLAR_04,2026-01-01 06:30:00,0,0.0,52.941,0,0
SELF_01,2026-01-01 06:30:00,0,22.365,0.0,0,0
GRID_01,2026-01-01 06:30:00,0,0.0,285.617,0,0
DEST_01,2026-01-01 06:30:00,0,279.9,0.0,0,0
BESS_01,2026-01-01 07:00:00,0,0.0,28.578,0,0
BESS_02,2026-01-01 07:00:00,0,0.0,27.354,0,0
BESS_03,2026-01-01 07:00:00,0,0.0,28.093,0,0
BESS_04,2026-01-01 07:00:00,0,0.0,25.886,0,0
SOLAR_01,2026-01-01 07:00:00,0,0.0,54.766,0,0
SOLAR_02,2026-01-01 07:00:00,0,0.0,60.357,0,0
SOLAR_03,2026-01-01 07:00:00,0,0.0,49.803,0,0
SOLAR_04,2026-01-01 07:00:00,0,0.0,56.842,0,0
SELF_01,2026-01-01 07:00:00,0,24.189,0.0,0,0
GRID_01,2026-01-01 07:00:00,0,0.0,307.488,0,0
DEST_01,2026-01-01 07:00:00,0,301.335,0.0,0,0
BESS_01,2026-01-01 07:30:00,0,0.0,31.323,0,0
BESS_02,2026-01-01 07:30:00,0,0.0,29.2,0,0
BESS_03,2026-01-01 07:30:00,0,0.0,29.516,0,0
BESS_04,2026-01-01 07:30:00,0,0.0,27.964,0,0
SOLAR_01,2026-01-01 07:30:00,0,0.0,59.686,0,0
SOLAR_02,2026-01-01 07:30:00,0,0.0,63.161,0,0
SOLAR_03,2026-01-01 07:30:00,0,0.0,53.049,0,0
SOLAR_04,2026-01-01 07:30:00,0,0.0,62.823,0,0
SELF_01,2026-01-01 07:30:00,0,26.164,0.0,0,0
GRID_01,2026-01-01 07:30:00,0,0.0,330.559,0,0
DEST_01,2026-01-01 07:30:00,0,323.944,0.0,0,0
BESS_01,2026-01-01 08:00:00,0,0.0,33.358,0,0
BESS_02,2026-01-01 08:00:00,0,0.0,30.442,0,0
BESS_03,2026-01-01 08:00:00,0,0.0,30.966,0,0
BESS_04,2026-01-01 08:00:00,0,0.0,29.64,0,0
SOLAR_01,2026-01-01 08:00:00,0,0.0,64.039,0,0
SOLAR_02,2026-01-01 08:00:00,0,0.0,66.082,0,0
SOLAR_03,2026-01-01 08:00:00,0,0.0,55.93,0,0
SOLAR_04,2026-01-01 08:00:00,0,0.0,65.107,0,0
SELF_01,2026-01-01 08:00:00,0,28.111,0.0,0,0
GRID_01,2026-01-01 08:00:00,0,0.0,347.453,0,0
DEST_01,2026-01-01 08:00:00,0,340.502,0.0,0,0
BESS_01,2026-01-01 08:30:00,0,0.0,36.169,0,0
BESS_02,2026-01-01 08:30:00,0,0.0,33.161,0,0
BESS_03,2026-01-01 08:30:00,0,0.0,32.107,0,0
BESS_04,2026-01-01 08:30:00,0,0.0,31.116,0,0
SOLAR_01,2026-01-01 08:30:00,0,0.0,68.715,0,0
SOLAR_02,2026-01-01 08:30:00,0,0.0,68.939,0,0
SOLAR_03,2026-01-01 08:30:00,0,0.0,58.46,0,0
SOLAR_04,2026-01-01 08:30:00,0,0.0,70.849,0,0
SELF_01,2026-01-01 08:30:00,0,29.967,0.0,0,0
GRID_01,2026-01-01 08:30:00,0,0.0,369.549,0,0
DEST_01,2026-01-01 08:30:00,0,362.156,0.0,0,0
BESS_01,2026-01-01 09:00:00,0,0.0,38.738,0,0
BESS_02,2026-01-01 09:00:00,0,0.0,35.776,0,0
BESS_03,2026-01-01 09:00:00,0,0.0,33.488,0,0
BESS_04,2026-01-01 09:00:00,0,0.0,32.31,0,0
SOLAR_01,2026-01-01 09:00:00,0,0.0,72.439,0,0
SOLAR_02,2026-01-01 09:00:00,0,0.0,72.633,0,0
SOLAR_03,2026-01-01 09:00:00,0,0.0,62.328,0,0
SOLAR_04,2026-01-01 09:00:00,0,0.0,75.765,0,0
SELF_01,2026-01-01 09:00:00,0,31.977,0.0,0,0
GRID_01,2026-01-01 09:00:00,0,0.0,391.5,0,0
DEST_01,2026-01-01 09:00:00,0,383.667,0.0,0,0
BESS_01,2026-01-01 09:30:00,0,0.0,39.935,0,0
BESS_02,2026-01-01 09:30:00,0,0.0,37.581,0,0
BESS_03,2026-01-01 09:30:00,0,0.0,35.167,0,0
BESS_04,2026-01-01 09:30:00,0,0.0,35.034,0,0
SOLAR_01,2026-01-01 09:30:00,0,0.0,75.434,0,0
SOLAR_02,2026-01-01 09:30:00,0,0.0,75.394,0,0
SOLAR_03,2026-01-01 09:30:00,0,0.0,66.122,0,0
SOLAR_04,2026-01-01 09:30:00,0,0.0,79.452,0,0
SELF_01,2026-01-01 09:30:00,0,33.395,0.0,0,0
GRID_01,2026-01-01 09:30:00,0,0.0,410.724,0,0
DEST_01,2026-01-01 09:30:00,0,402.507,0.0,0,0
BESS_01,2026-01-01 10:00:00,0,0.0,42.781,0,0
BESS_02,2026-01-01 10:00:00,0,0.0,39.468,0,0
BESS_03,2026-01-01 10:00:00,0,0.0,37.89,0,0
BESS_04,2026-01-01 10:00:00,0,0.0,37.134,0,0
SOLAR_01,2026-01-01 10:00:00,0,0.0,77.636,0,0
SOLAR_02,2026-01-01 10:00:00,0,0.0,81.391,0,0
SOLAR_03,2026-01-01 10:00:00,0,0.0,71.466,0,0
SOLAR_04,2026-01-01 10:00:00,0,0.0,85.328,0,0
SELF_01,2026-01-01 10:00:00,0,35.785,0.0,0,0
GRID_01,2026-01-01 10:00:00,0,0.0,437.31,0,0
DEST_01,2026-01-01 10:00:00,0,428.56,0.0,0,0
BESS_01,2026-01-01 10:30:00,0,0.0,44.114,0,0
BESS_02,2026-01-01 10:30:00,0,0.0,41.439,0,0
BESS_03,2026-01-01 10:30:00,0,0.0,39.317,0,0
BESS_04,2026-01-01 10:30:00,0,0.0,38.936,0,0
SOLAR_01,2026-01-01 10:30:00,0,0.0,79.871,0,0
SOLAR_02,2026-01-01 10:30:00,0,0.0,84.907,0,0
SOLAR_03,2026-01-01 10:30:00,0,0.0,77.407,0,0
SOLAR_04,2026-01-01 10:30:00,0,0.0,88.389,0,0
SELF_01,2026-01-01 10:30:00,0,37.961,0.0,0,0
GRID_01,2026-01-01 10:30:00,0,0.0,456.42,0,0
DEST_01,2026-01-01 10:30:00,0,447.288,0.0,0,0
BESS_01,2026-01-01 11:00:00,0,0.0,45.96,0,0
BESS_02,2026-01-01 11:00:00,0,0.0,44.354,0,0
BESS_03,2026-01-01 11:00:00,0,0.0,42.308,0,0
BESS_04,2026-01-01 11:00:00,0,0.0,41.048,0,0
SOLAR_01,2026-01-01 11:00:00,0,0.0,84.744,0,0
SOLAR_02,2026-01-01 11:00:00,0,0.0,87.526,0,0
SOLAR_03,2026-01-01 11:00:00,0,0.0,80.594,0,0
SOLAR_04,2026-01-01 11:00:00,0,0.0,94.264,0,0
SELF_01,2026-01-01 11:00:00,0,39.83,0.0,0,0
GRID_01,2026-01-01 11:00:00,0,0.0,480.969,0,0
DEST_01,2026-01-01 11:00:00,0,471.346,0.0,0,0
BESS_01,2026-01-01 11:30:00,0,0.0,48.456,0,0
BESS_02,2026-01-01 11:30:00,0,0.0,45.468,0,0
BESS_03,2026-01-01 11:30:00,0,0.0,44.476,0,0
BESS_04,2026-01-01 11:30:00,0,0.0,43.054,0,0
SOLAR_01,2026-01-01 11:30:00,0,0.0,90.155,0,0
SOLAR_02,2026-01-01 11:30:00,0,0.0,90.156,0,0
SOLAR_03,2026-01-01 11:30:00,0,0.0,86.437,0,0
SOLAR_04,2026-01-01 11:30:00,0,0.0,96.585,0,0
SELF_01,2026-01-01 11:30:00,0,41.108,0.0,0,0
GRID_01,2026-01-01 11:30:00,0,0.0,503.679,0,0
DEST_01,2026-01-01 11:30:00,0,493.601,0.0,0,0
BESS_01,2026-01-01 12:00:00,0,0.0,50.806,0,0
BESS_02,2026-01-01 12:00:00,0,0.0,46.938,0,0
BESS_03,2026-01-01 12:00:00,0,0.0,45.716,0,0
BESS_04,2026-01-01 12:00:00,0,0.0,45.834,0,0
SOLAR_01,2026-01-01 12:00:00,0,0.0,93.14,0,0
SOLAR_02,2026-01-01 12:00:00,0,0.0,94.534,0,0
SOLAR_03,2026-01-01 12:00:00,0,0.0,90.915,0,0
SOLAR_04,2026-01-01 12:00:00,0,0.0,100.261,0,0
SELF_01,2026-01-01 12:00:00,0,42.984,0.0,0,0
GRID_01,2026-01-01 12:00:00,0,0.0,525.162,0,0
DEST_01,2026-01-01 12:00:00,0,514.654,0.0,0,0
BESS_01,2026-01-01 12:30:00,0,0.0,53.676,0,0
BESS_02,2026-01-01 12:30:00,0,0.0,48.347,0,0
BESS_03,2026-01-01 12:30:00,0,0.0,48.148,0,0
BESS_04,2026-01-01 12:30:00,0,0.0,47.312,0,0
SOLAR_01,2026-01-01 12:30:00,0,0.0,96.723,0,0
SOLAR_02,2026-01-01 12:30:00,0,0.0,99.221,0,0
SOLAR_03,2026-01-01 12:30:00,0,0.0,94.115,0,0
SOLAR_04,2026-01-01 12:30:00,0,0.0,103.526,0,0
SELF_01,2026-01-01 12:30:00,0,45.112,0.0,0,0
GRID_01,2026-01-01 12:30:00,0,0.0,545.956,0,0
DEST_01,2026-01-01 12:30:00,0,535.034,0.0,0,0
BESS_01,2026-01-01 13:00:00,0,0.0,55.592,0,0
BESS_02,2026-01-01 13:00:00,0,0.0,51.344,0,0
BESS_03,2026-01-01 13:00:00,0,0.0,51.141,0,0
BESS_04,2026-01-01 13:00:00,0,0.0,48.458,0,0
SOLAR_01,2026-01-01 13:00:00,0,0.0,99.576,0,0
SOLAR_02,2026-01-01 13:00:00,0,0.0,102.282,0,0
SOLAR_03,2026-01-01 13:00:00,0,0.0,99.848,0,0
SOLAR_04,2026-01-01 13:00:00,0,0.0,109.05,0,0
SELF_01,2026-01-01 13:00:00,0,47.431,0.0,0,0
GRID_01,2026-01-01 13:00:00,0,0.0,569.859,0,0
DEST_01,2026-01-01 13:00:00,0,558.46,0.0,0,0
BESS_01,2026-01-01 13:30:00,0,0.0,56.908,0,0
BESS_02,2026-01-01 13:30:00,0,0.0,54.011,0,0
BESS_03,2026-01-01 13:30:00,0,0.0,53.548,0,0
BESS_04,2026-01-01 13:30:00,0,0.0,50.681,0,0
SOLAR_01,2026-01-01 13:30:00,0,0.0,105.525,0,0
SOLAR_02,2026-01-01 13:30:00,0,0.0,106.897,0,0
SOLAR_03,2026-01-01 13:30:00,0,0.0,101.879,0,0
SOLAR_04,2026-01-01 13:30:00,0,0.0,114.318,0,0
SELF_01,2026-01-01 13:30:00,0,48.88,0.0,0,0
GRID_01,2026-01-01 13:30:00,0,0.0,594.888,0,0
DEST_01,2026-01-01 13:30:00,0,582.987,0.0,0,0
BESS_01,2026-01-01 14:00:00,0,0.0,59.786,0,0
BESS_02,2026-01-01 14:00:00,0,0.0,55.28,0,0
BESS_03,2026-01-01 14:00:00,0,0.0,54.779,0,0
BESS_04,2026-01-01 14:00:00,0,0.0,51.896,0,0
SOLAR_01,2026-01-01 14:00:00,0,0.0,109.738,0,0
SOLAR_02,2026-01-01 14:00:00,0,0.0,109.987,0,0
SOLAR_03,2026-01-01 14:00:00,0,0.0,106.299,0,0
SOLAR_04,2026-01-01 14:00:00,0,0.0,119.188,0,0
SELF_01,2026-01-01 14:00:00,0,50.185,0.0,0,0
GRID_01,2026-01-01 14:00:00,0,0.0,616.766,0,0
DEST_01,2026-01-01 14:00:00,0,604.427,0.0,0,0
BESS_01,2026-01-01 14:30:00,0,0.0,61.314,0,0
BESS_02,2026-01-01 14:30:00,0,0.0,57.257,0,0
BESS_03,2026-01-01 14:30:00,0,0.0,57.589,0,0
BESS_04,2026-01-01 14:30:00,0,0.0,54.588,0,0
SOLAR_01,2026-01-01 14:30:00,0,0.0,112.107,0,0
SOLAR_02,2026-01-01 14:30:00,0,0.0,113.681,0,0
SOLAR_03,2026-01-01 14:30:00,0,0.0,109.405,0,0
SOLAR_04,2026-01-01 14:30:00,0,0.0,121.203,0,0
SELF_01,2026-01-01 14:30:00,0,52.342,0.0,0,0
GRID_01,2026-01-01 14:30:00,0,0.0,634.802,0,0
DEST_01,2026-01-01 14:30:00,0,622.101,0.0,0,0
BESS_01,2026-01-01 15:00:00,0,0.0,62.837,0,0
BESS_02,2026-01-01 15:00:00,0,0.0,59.739,0,0
BESS_03,2026-01-01 15:00:00,0,0.0,59.693,0,0
BESS_04,2026-01-01 15:00:00,0,0.0,56.443,0,0
SOLAR_01,2026-01-01 15:00:00,0,0.0,114.146,0,0
SOLAR_02,2026-01-01 15:00:00,0,0.0,115.982,0,0
SOLAR_03,2026-01-01 15:00:00,0,0.0,114.938,0,0
SOLAR_04,2026-01-01 15:00:00,0,0.0,126.818,0,0
SELF_01,2026-01-01 15:00:00,0,54.16,0.0,0,0
GRID_01,2026-01-01 15:00:00,0,0.0,656.436,0,0
DEST_01,2026-01-01 15:00:00,0,643.301,0.0,0,0
BESS_01,2026-01-01 15:30:00,0,0.0,65.002,0,0
BESS_02,2026-01-01 15:30:00,0,0.0,61.036,0,0
BESS_03,2026-01-01 15:30:00,0,0.0,60.948,0,0
BESS_04,2026-01-01 15:30:00,0,0.0,58.06,0,0
SOLAR_01,2026-01-01 15:30:00,0,0.0,119.742,0,0
SOLAR_02,2026-01-01 15:30:00,0,0.0,121.167,0,0
SOLAR_03,2026-01-01 15:30:00,0,0.0,120.381,0,0
SOLAR_04,2026-01-01 15:30:00,0,0.0,132.414,0,0
SELF_01,2026-01-01 15:30:00,0,55.475,0.0,0,0
GRID_01,2026-01-01 15:30:00,0,0.0,683.273,0,0
DEST_01,2026-01-01 15:30:00,0,669.602,0.0,0,0
BESS_01,2026-01-01 16:00:00,0,0.0,66.208,0,0
BESS_02,2026-01-01 16:00:00,0,0.0,63.596,0,0
BESS_03,2026-01-01 16:00:00,0,0.0,63.716,0,0
BESS_04,2026-01-01 16:00:00,0,0.0,59.872,0,0
SOLAR_01,2026-01-01 16:00:00,0,0.0,124.224,0,0
SOLAR_02,2026-01-01 16:00:00,0,0.0,123.785,0,0
SOLAR_03,2026-01-01 16:00:00,0,0.0,126.1,0,0
SOLAR_04,2026-01-01 16:00:00,0,0.0,137.872,0,0
SELF_01,2026-01-01 16:00:00,0,57.94,0.0,0,0
GRID_01,2026-01-01 16:00:00,0,0.0,707.434,0,0
DEST_01,2026-01-01 16:00:00,0,693.279,0.0,0,0
BESS_01,2026-01-01 16:30:00,0,0.0,68.971,0,0
BESS_02,2026-01-01 16:30:00,0,0.0,64.645,0,0
BESS_03,2026-01-01 16:30:00,0,0.0,66.189,0,0
BESS_04,2026-01-01 16:30:00,0,0.0,61.537,0,0
SOLAR_01,2026-01-01 16:30:00,0,0.0,129.947,0,0
SOLAR_02,2026-01-01 16:30:00,0,0.0,128.994,0,0
SOLAR_03,2026-01-01 16:30:00,0,0.0,131.556,0,0
SOLAR_04,2026-01-01 16:30:00,0,0.0,143.115,0,0
SELF_01,2026-01-01 16:30:00,0,59.34,0.0,0,0
GRID_01,2026-01-01 16:30:00,0,0.0,735.615,0,0
DEST_01,2026-01-01 16:30:00,0,720.895,0.0,0,0
BESS_01,2026-01-01 17:00:00,0,0.0,70.187,0,0
BESS_02,2026-01-01 17:00:00,0,0.0,67.39,0,0
BESS_03,2026-01-01 17:00:00,0,0.0,68.906,0,0
BESS_04,2026-01-01 17:00:00,0,0.0,62.982,0,0
SOLAR_01,2026-01-01 17:00:00,0,0.0,135.214,0,0
SOLAR_02,2026-01-01 17:00:00,0,0.0,132.835,0,0
SOLAR_03,2026-01-01 17:00:00,0,0.0,134.777,0,0
SOLAR_04,2026-01-01 17:00:00,0,0.0,148.297,0,0
SELF_01,2026-01-01 17:00:00,0,60.681,0.0,0,0
GRID_01,2026-01-01 17:00:00,0,0.0,759.906,0,0
DEST_01,2026-01-01 17:00:00,0,744.702,0.0,0,0
BESS_01,2026-01-01 17:30:00,0,0.0,71.573,0,0
BESS_02,2026-01-01 17:30:00,0,0.0,69.046,0,0
BESS_03,2026-01-01 17:30:00,0,0.0,71.635,0,0
BESS_04,2026-01-01 17:30:00,0,0.0,65.915,0,0
SOLAR_01,2026-01-01 17:30:00,0,0.0,138.33,0,0
SOLAR_02,2026-01-01 17:30:00,0,0.0,137.401,0,0
SOLAR_03,2026-01-01 17:30:00,0,0.0,138.376,0,0
SOLAR_04,2026-01-01 17:30:00,0,0.0,154.221,0,0
SELF_01,2026-01-01 17:30:00,0,62.485,0.0,0,0
GRID_01,2026-01-01 17:30:00,0,0.0,784.013,0,0
DEST_01,2026-01-01 17:30:00,0,768.324,0.0,0,0
BESS_01,2026-01-01 18:00:00,0,0.0,72.804,0,0
BESS_02,2026-01-01 18:00:00,0,0.0,71.987,0,0
BESS_03,2026-01-01 18:00:00,0,0.0,72.992,0,0
BESS_04,2026-01-01 18:00:00,0,0.0,68.84,0,0
SOLAR_01,2026-01-01 18:00:00,0,0.0,141.392,0,0
SOLAR_02,2026-01-01 18:00:00,0,0.0,139.835,0,0
SOLAR_03,2026-01-01 18:00:00,0,0.0,142.114,0,0
SOLAR_04,2026-01-01 18:00:00,0,0.0,159.136,0,0
SELF_01,2026-01-01 18:00:00,0,63.956,0.0,0,0
GRID_01,2026-01-01 18:00:00,0,0.0,805.144,0,0
DEST_01,2026-01-01 18:00:00,0,789.032,0.0,0,0
BESS_01,2026-01-01 18:30:00,0,0.0,74.827,0,0
BESS_02,2026-01-01 18:30:00,0,0.0,73.757,0,0
BESS_03,2026-01-01 18:30:00,0,0.0,75.145,0,0
BESS_04,2026-01-01 18:30:00,0,0.0,70.35,0,0
SOLAR_01,2026-01-01 18:30:00,0,0.0,146.227,0,0
SOLAR_02,2026-01-01 18:30:00,0,0.0,141.841,0,0
SOLAR_03,2026-01-01 18:30:00,0,0.0,147.816,0,0
SOLAR_04,2026-01-01 18:30:00,0,0.0,163.289,0,0
SELF_01,2026-01-01 18:30:00,0,66.035,0.0,0,0
GRID_01,2026-01-01 18:30:00,0,0.0,827.219,0,0
DEST_01,2026-01-01 18:30:00,0,810.664,0.0,0,0
BESS_01,2026-01-01 19:00:00,0,0.0,77.168,0,0
BESS_02,2026-01-01 19:00:00,0,0.0,75.486,0,0
BESS_03,2026-01-01 19:00:00,0,0.0,76.285,0,0
BESS_04,2026-01-01 19:00:00,0,0.0,72.678,0,0
